CustomerNumber|LastInvoiceDate|Billed 0-30|31-60|61-90|91-120|121+ |POR|RepID|ProcessThruDate
0003105551|2019-06-01|16.12|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003105567|2019-06-07|90.03|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003105585|2019-06-10|52.01|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003105587|2019-05-28|46.62|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003105680|2016-07-01|0.00|0.00|0.00|0.00|17.08|1|6|2019-06-17 03:59:59
0003105981|2019-06-13|188.71|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003105984|2019-06-04|1851.05|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106000|2019-05-30|119.99|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106070|2019-06-04|31.57|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106113|2019-05-30|240.57|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106133|2019-05-30|38.40|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106256|2019-06-07|67.32|69.56|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106278|2019-06-12|82.05|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106292|2019-06-13|2352.10|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106298|2019-05-31|41.51|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106304|2019-06-05|112.79|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106337|2019-05-30|93.51|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106368|2019-06-07|631.62|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106376|2019-05-15|349.71|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106383|2019-06-13|46.51|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106387|2019-05-29|5.34|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106515|2019-06-10|112.89|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106522|2019-06-11|35.15|137.97|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106540|2019-05-21|-40.98|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106551|2019-05-31|237.73|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106590|2019-06-07|69.55|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106653|2019-06-07|134.23|94.05|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106784|2019-06-06|256.52|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106785|2019-05-31|458.92|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106786|2019-06-10|655.91|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106793|2019-06-11|62.43|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106794|2019-06-11|65.17|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106795|2019-06-13|93.21|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106798|2019-05-31|53.42|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106811|2019-06-11|49.33|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106818|2019-06-06|141.28|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106833|2019-06-05|60.73|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106841|2019-06-13|758.49|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106878|2019-06-06|483.03|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106879|2019-06-13|39.88|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106892|2019-06-05|32.51|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106894|2019-06-05|62.41|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106910|2019-06-06|67.91|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106917|2019-06-07|50.96|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106919|2019-06-13|54.06|50.60|85.43|0.00|424.92|1|6|2019-06-17 03:59:59
0003106937|2019-05-31|109.96|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003106950|2019-06-05|113.52|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003107122|2019-05-31|283.41|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003107161|2019-06-06|177.67|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003107166|2019-06-05|102.69|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003107190|2019-05-31|-92.99|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003107196|2019-06-13|31.31|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003107226|2019-06-03|0.71|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003107458|2019-06-14|14.78|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003107462|2019-06-01|79.08|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003107474|2019-06-10|79.42|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003107482|2019-05-31|255.61|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003107529|2019-06-04|34.88|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003107567|2019-06-13|43.51|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003107573|2019-05-29|34.94|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003107577|2019-06-13|330.97|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003107735|2019-05-28|94.49|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003107736|2019-06-12|2424.16|1288.39|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003107737|2019-05-28|54.18|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003107767|2019-05-29|45.94|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003107791|2019-05-20|232.04|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003107919|2019-05-31|158.12|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003107921|2019-05-31|16.85|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003107961|2019-05-21|85.57|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003107990|2019-06-13|67.91|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108031|2019-06-07|78.33|66.49|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108049|2019-06-06|38.10|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108057|2019-06-05|209.28|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108077|2019-06-07|113.61|86.57|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108210|2019-06-01|44.31|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108215|2019-05-31|167.53|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108246|2019-06-07|393.24|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108275|2019-06-14|1.00|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108290|2019-06-06|994.18|769.99|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108291|2019-06-03|77.33|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108305|2019-05-30|33.65|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108327|2019-05-28|242.59|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108564|2019-06-06|210.14|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108572|2019-06-01|40.27|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108573|2019-06-14|146.31|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108576|2019-06-14|243.22|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108595|2019-06-07|83.16|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108603|2019-06-04|49.03|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108628|2019-05-21|503.32|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108648|2019-06-14|121.98|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108657|2019-06-05|75.50|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108660|2019-06-05|24.05|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108815|2019-06-12|40.77|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108833|2019-06-05|100.89|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108841|2019-05-29|82.20|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108851|2019-06-05|324.26|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108854|2019-06-10|201.29|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108877|2019-05-28|120.44|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108898|2019-05-15|333.81|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108899|2019-06-06|1099.15|928.68|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003108902|2019-05-22|34.86|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109094|2019-06-12|192.65|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109095|2019-06-10|210.51|86.01|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109115|2019-05-29|109.46|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109123|2019-06-05|403.82|231.52|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109130|2019-06-13|0.67|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109136|2019-06-03|103.04|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109139|2019-06-06|212.30|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109155|2019-06-12|66.28|56.11|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109159|2019-06-11|285.36|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109163|2019-05-28|84.94|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109170|2019-05-18|61.30|0.00|0.00|0.00|182.63|1|6|2019-06-17 03:59:59
0003109178|2019-06-14|16.03|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109192|2019-06-03|108.29|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109196|2019-05-21|57.48|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109198|2019-06-04|58.64|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109351|2019-06-10|52.86|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109370|2019-06-11|64.35|47.19|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109372|2019-06-06|87.03|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109377|2019-05-29|306.78|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109390|2019-05-20|55.80|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109419|2019-06-13|75.27|79.62|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109423|2019-06-10|9.88|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109438|2019-06-13|40.66|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109443|2019-06-13|27.59|20.55|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109448|2019-05-15|110.81|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109466|2019-06-12|45.11|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109473|2019-06-13|24.87|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109619|2019-06-05|104.72|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109623|2019-06-13|67.12|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109627|2019-05-31|67.11|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109663|2019-06-12|566.20|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109670|2019-06-10|153.52|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109671|2019-06-13|498.47|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109677|2019-06-07|32.89|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109683|2019-06-14|33.65|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109696|2019-06-07|76.91|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109705|2019-06-10|217.27|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109706|2019-06-03|63.99|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109709|2019-06-07|44.03|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109713|2019-05-25|23.55|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109720|2019-06-06|81.71|104.18|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109739|2019-06-04|531.00|461.95|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109744|2019-05-28|408.95|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109765|2019-06-03|67.39|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109775|2019-06-05|215.99|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109785|2019-05-30|89.49|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109949|2019-06-13|822.53|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109960|2019-06-10|0.41|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109963|2019-06-14|238.81|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003109979|2019-06-04|90.87|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110012|2019-06-03|100.80|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110039|2019-06-12|68.43|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110054|2019-05-28|0.64|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110063|2019-05-29|57.73|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110067|2019-06-04|396.80|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110085|2019-05-31|9.79|24.64|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110092|2019-06-12|298.61|168.68|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110114|2019-06-07|82.70|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110128|2019-05-29|561.53|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110255|2019-06-11|90.65|67.21|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110260|2019-06-05|239.63|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110262|2019-06-10|76.77|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110273|2019-05-29|95.87|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110280|2019-06-10|47.39|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110285|2019-06-05|35.71|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110298|2019-05-29|42.75|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110306|2019-06-03|33.55|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110309|2019-06-13|113.81|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110312|2019-06-03|33.81|17.65|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110319|2019-05-23|100.24|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110330|2019-06-03|87.14|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110348|2019-06-12|-20.43|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110358|2019-06-13|102.14|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110523|2019-05-31|5.80|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110524|2019-05-18|8.42|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110526|2019-05-29|18.83|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110530|2019-06-11|482.12|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
0003110532|2019-05-21|94.96|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
